Name,Email,Mobile
"
            SWAMI VIVEKANAND PUBLIC HR.SEC.            790022
",,942558487
"
            HOLY CROSS HOSPITAL            790023
",hchambikapur@gmail.com,
"
            SARGUJA CHIKITSALAYA TECHNICAL INST            790036
",liongdsingh@gmail.com,
"
            CENTRAL JAIL AMBIKAPUR            J79029
",cjambikapur@gmail.com,
"
            AASARA INSTITUTE OF MEDICAL SCIENCE            790020
",aasra.ambikapur@yahoo.co.in,
"
            MEDICARE PARAMEDICAL COLLEGE            600201
",medicare_sar@netone.in,"9425049713, 9575246757"
"
            SWAYAM SHRI INSTITUTE OF VOCATINAL            600172
",,9203906602
"
            SHRI SATYA SAI MEDICAL INSTT.            600135
",drrajeshjaiswal@yahoo.com,942532232
"
            MADAN MEMORIAL AYURVEDIC CHIKITSA            600168
",,
"
            MEHERBABA EDUCATION & HEALTH            600159
",,9425361684
"
            SHRI RAM NATH SINGH HOMEOPATHIC            600133
",,9425112151
"
            Bhagwan Kala Kendra            600016
",bhagwankalakendra@gmail.com,9893397340
"
            Vishwas Kalyan Samiti            600018
",skss_bpl@yahoo.com,
"
            INDIAN PRESS COUNCIL ACADEMY,            600059
",,
"
            Nirmay Institute of Vocational            600097
",,
"
            Krishna Inst.of Para.Med.sci.&            600102
",,
"
            DHANSHREE EDUCATION SOCIETY            600123
",dhanshree.edu@rediffmail.com,
"
            ALL INDIA SOCIETY FOR ELECTRONIC &            600128
",,982733885
"
            INSTITUTE OF SOCIAL RESEACH &            600134
",isrdbpl@gmail.com,
"
            HOTEL LAKE VIEW ASHOK            600143
",hlvashok@sancharnet.in,
"
            SATYAM INSTITUTE            600145
",pavan1900@gmail.com,755427462
"
            INSTITUTE OF COOPERATIVE MANAGEMENT            600166
",icmbpl@sancharnet.in,
"
            MADARSA ANA DARUL ULOOM DINI,            600187
",,"0989321435, 0989337968"
"
            MADRASA NOOR-UI-HAYAT DEENIYAT,            600189
",,982624494
"
            SHRI RADHA KRISHAN VOC. TRAINING            600199
",,922943505
"
            JAN KALYAN EVAM NARI UTTHAN SAMITI            600202
",jankalyanbhopal@gmail.com,"0942475293, 0917912368"
"
            HUMAN WELFARE SOCIETY            600205
",,
"
            MAA UMA ELECTRONIC TRAINING INSTT.            600207
",maaumaiti@gmail.com,
"
            KADAMBINI SHIKSHA EVAM SAMAJ            600210
",kadambinishiksha@gmail.com,
"
            AMBICA INDUSTRIAL TRAINING CENTRE,            600213
",,
"
            DENIYAL FADEHA MADARSA            M60155
",,
"
            NESCENT DEENIYAR MADARSA            M60156
",,
"
            MADARSA DEENIYAT RUN BY EDARA-E-            M60192
",,
"
            MADARSA PAKIZA            M60193
",,982724137
"
            MADARSA AASIFA SAEED URDU            M60194
",,
"
            MADARSA HAZRAT BILL            M60195
",,971329039
"
            BUSHRA DARUL ULOOM            M60196
",,982675385
"
            MADARSA DARUL HASAN            M60197
",,930310765
"
            MADARSA NOORUS SANA            M60200
",,930128353
"
            Chhatarpur Paramadical College            600108
",cpmccccmp@rediffmail.com,
"
            Shiv Kalyan Evam Shikshan            600083
",,9827042817
"
            Bhartiya Chiktsa Tech.Sansthan            600084
",,989379402
"
            MAHILA EDUCATION SOCIETY            M60129
",,942546157
"
            GURUKUL SHIKSHA AVAM SANSKRITIK            600160
",,"7601242332, 9425188631"
"
            MADARSA TALIMUL QURAAN            M60179
",,
"
            MOHAMMADIYA TALIMUL QURRAN            M60180
",,
"
            Bhoj Memorial Institute of            600090
",,
"
            SARASWATI GYAN MANDIR, HIGHER            600173
",vasu_1855@yahoo.co.in,9424598209
"
            JAN SHIKSHAN SANSTHAN            600127
",jss_guna@rediffmail.com,
"
            Welfare Association For the Di            450025
",,
"
            AMAR JYOTI SCHOOL & REHABILITATION            450064
",amarjyoti_gwalior@rediffmail.com,808554524
"
            Dayal Instt. of Voc. Edu.& Tra            600004
",,
"
            Maharishi Institute of            600007
",,
"
            AMAR JYOTI SCH.&REHABILITATION            600021
",kapoor@mantrapenet.com,808554524
"
            Adarsh Samaj Seva Shiksha Samiti            600023
",asssswl@indiatimes.com,
"
            MODEL FOUNDATION HR.SEC.SCL,RUN BY            600146
",modelfoundationschool@gmail.com,
"
            I.I. TECH.INSTITUTE            600198
",ittechcollege@gmail.com,751407666
"
            Life Line Institute            600086
",,
"
            Bahai Deve.Instt. for Rural Wo            600011
",,
"
            KHANDELWAL MEDICAL INSTITUTE,            600080
",,
"
            Rajiv Gandhi Vikas Parishad,            600089
",,
"
            MALWA MEDICAL INSTITUTE            600091
",,
"
            Adarsh Yog Prakritik Chikitsa            600107
",adarsh.samadhan@gmail.com,930211174
"
            MAHATAMA GANDHI PARAMEDICAL            600114
",homespathyarc@gmail.com,9425316525
"
            SATNAM AYURVED SOCIETY            600149
",sayn.ind@gmail.com,
"
            PARMANAD UNIVERSITY TRUST            600150
",babom@gmail.com,
"
            SOFTECH SOCIETY OF INFORMATION            600151
",info@ssit.in,9107314060
"
            UDAN EDUCATIONAL & WELFARE SOCIETY            600190
",,
"
            Holy Cross Community Institute            M60024
",,
"
            NAFIA COMPUTER EDUCATION SANSTHAN            M60201
",naifa_ind@yahoo.com,8602633360
"
            BEGUM KHARI BAHADUR PUBLIC HR.            M60203
",bkbps.mohnish786@gmail.com,9926812343
"
            WEAVERS' SERVICE CENTRE,INDORE            W60215
",wscind@gmail.com,
"
            Institute of Medical Science            600113
",,"9827598752, 0932921133"
"
            SWAYAM PRABHA INSTITUTE OF            600169
",,982644572
"
            Jogini Rural Self Emplo.train.            M60100
",,
"
            ANTYODAYA SHIKSHA            600185
",,9173922448
"
            SWAYAM SIDHYA INSTITUTE OF VOC.            600171
",,9202906604
"
            KESHAR EDUCATION ACADEMY            600204
",kesharacademy2001@gmail.com,9826228919
"
            ST.PAUL CONVENT HR.SEC.SCHOOL            M60202
",girrajpathak@gmail.com,7532244444
"
            RAJRADHA ACADEMY            600136
",,
"
            Dr. Radhakrishna College of            600082
",,
"
            IDEAL PUBLIC HEALTH & EDU.CENTER            600115
",,
"
            MEDICARE INSTITUTE OF MEDICAL            600126
",medicare_sar@netone.in,9425049713
"
            MEDICARE COLLEGE OF TECHNICAL EDU.            600208
",sarangpur@gmail.com,9425049713
"
            MEDICARE COLLEGE OF VOCATIONAL            600209
",medicaresarangpur@gmail.com,9425049713
"
            Shramik Vidyapeeth            600026
",,
"
            SKILL STRIPS PROFESSIONAL TRAINING            600214
",skill.strips@gmail.com,8830135396
"
            MADARSA MISBAHIYA MISKADIYA            M60158
",,
"
            DR.BASANTI DEVI JAIN HEALTH CARE            600130
",jaipaljain@hotmail.com,
"
            CHHAITANYA INSTITUTE & HOSPITAL            600132
",cipssgr@rediffmail.com,9302121151
"
            JANJAGRAN EDUCATIONAL AND HEALTH            600212
",jjsociety1@gmail.com,963030903
"
            ARABIA URDU MADARSA            M60175
",,
"
            ARABIA MADARSA            M60176
",,
"
            MASS PARAMEDICAL INSTITUTE            600069
",,
"
            KAUSHAL VIKAS KENDRA SHASKIYA            600211
",nodalofficersatna@gmail.com,
"
            MADARSA FAIZUL QURAN            600188
",,989306478
"
            Times Institute of Technology            600028
",,
"
            Shivani Paramedical Institute            600094
",,9826170396
"
            BHARAT MATA HIGHER SECONDARY            600142
",kishorebhartmata_sdl@rediffmail.com,9425362886
"
            SWAYAM SAKSHI INSTITUTE OF            600170
",,9826445727
"
            A.I.S. for Electonics & Computer            600042
",,
"
            SHRI RAM INSTITUTE OF TECHNOLOGY            600191
",bhargavadh@gmail.com,942576532
"
            SUSHIL MONTESSORY HIGH SCHOOL            600206
",sushilmontessory.08@gmail.com,9179343434
"
            VICDHYACHAL VOCATIONAL TRAINING            600141
",,982652124
"
            AMRIT VIDYAPEETH HIGHER SEC.SCHOOL            600148
",arp.bed_college@yahoo.com,
"
            JAN SEVA SHIKSHA SAMITI,            600131
",,9977900919
"
            SHRI HANUMANT HIGH SCHOOL            600147
",,989367380
"
            A.I.S. for Electonics & Computer            600037
",,
"
            P.D.V. Kutumbakam Samajik Sans            600056
",,
"
            National Health Education            600081
",,
"
            HUMAN WELFARE SOCIETY            600139
",humanwelfareujjain@rediffmail.com,
"
            SHRI AVANTI RAMAJI SHIKSHAN EVAM            600167
",shriavant@gmail.com,
"
            RAJAWAT ACADEMY            600203
",dr.rajawat@yahoo.co.in,942549501
"
            VYOMA INSTITUTE OF VOCATIONAL            540015
",dilpa202020@yahoo.com,
"
            AHMEDABAD CENTRAL JAIL            J54031
",,9979738122
"
            AMRELI DISTRICT OPEN JAIL            J54040
",,9427562874
"
            ZEN SCHOOL            540020
",zenschoolvvn@gmail.com,
"
            NOOTAN BHARATI INDUSTRIAL            540044
",nootanbharti@yahoo.com,
"
            Jan Shikshan Snasthan            540004
",,
"
            TRILOKNATHJI PARAMEDICAL INSTT,C/O            540047
",drdkchavada@gmail.com,
"
            BHAVNAGAR DISTRICT JAIL            J54037
",,
"
            DAHOD JEELA YUVA COMPUTER LITERACY            540028
",dr.savjibhai@rediffmail.com,
"
            INDUSTRIAL TRAINING INSTITUTE            540029
",,
"
            OM SAI INDUSTRIAL TRAINING            540030
",pthe@rediffmail.com,
"
            SELF FINANCE INDUSTRIAL TRAINING            540046
",ptne@rediffmail.com,
"
            UDAYBHANSINGHJI REGIONAL INSITUTE            540024
",uricm30@rediffmail.com,
"
            JAMNAGAR DISTRICT JAIL            J54036
",,9537697450
"
            NOORI HIGHER SECONDARY SCHOOL            M54013
",,
"
            SUNNY MUSLIM EDUCATION SOCIETY            M54022
",,942777445
"
            JUNAGADH DISTRICT JAIL            J54035
",,9879828029
"
            MAGANBHAI G.PATEL(ADENWALA)            540025
",,
"
            NADIAD DISTRICT JAIL (GIRLS JAIL)            J54038
",,9998907599
"
            SIGMA EDU.C/O EQUAL OPPORTUNITY            M54042
",sigmaeducational@gmail.com,
"
            MAHESANA DISTRICT JAIL (GIRLS JAIL)            J54039
",,9824638213
"
            DR.NAKADAR INSTITUTE OF KNOWLEDGE            M54041
",,940807989
"
            INDUSTRIAL TRAINING INSTITUTE            540043
",dr.savjibhai@rediffmail.com,
"
            SHREE G.K AND C K BOSAMIA ARTS            540045
",gkck.college@gmail.com,
"
            RAJKOT CENTRAL JAIL            J54034
",,"9978405897, 9228284354"
"
            Jan Shikshan Sansthan            540003
",,
"
            HAJEE A.M.LOCKHAT AND DR.A.M.MOOLA            540026
",,
"
            MAA KAAMAL MEDICAL CENTRE            540042
",maakaamal@yahoo.co.in,
"
            SURAT CENTRAL JAIL-(GIRLS JAIL)            J54033
",,9924751715
"
            Gujarat Paramedical Science            540011
",,
"
            National Fire Academy (CEDM)            540012
",disastermanagment@hotmail.com,
"
            GUJARAT INSTITUTE OF HOTEL            540019
",gihmvadodra@yahoo.co.in,9825032566
"
            ZEN SCHOOL            540021
",anubha789@yahoo.co.in,
"
            INDIAN MEDICAL ASSOCIATION            540027
",imavadodara@gmail.com,
"
            VODADARA CENTRAL JAIL            J54032
",,
"
            PRIYADARSHANI MAHILA TANTRA            610060
",ndhanwate@yahoo.co.in,
"
            MAHARASHTRA TANTRIK SHIKSHAN MANDAL            610061
",abdarade@gmail.com,241242990
"
            NAV MAHARASHTRA TECH.INSTT.& VOC.            M61068
",,985064978
"
            Montfort Sr. Sec. School            M61017
",bromathewnos@yahoo.co.in,
"
            Montfort ITI            M61033
",bromathewnos@yahoo.co.in,
"
            Hygiene & Health Vocational Edu.            610055
",yashoda_5940@rediffmail.com,932951159
"
            C.G.E.S Gulabtola High School            610056
",chandra360news@yahoo.co.in,
"
            SHRI CHAKRADHAR SWAMI SEVA MANDAL            610064
",,942393689
"
            SHIKHAR ORGANISATION FOR SOCIAL            M61077
",shikhar.ngo@gmail.com,"0922621532, 0922621532"
"
            KAI RATANBAI JR.COLL.JALKOT ROAD            610080
",kerba_somase@rediffmail.com,9371829557
"
            JEEVAN-REKHA PRATISHTHAN'S SWAMI            610087
",jrp.latur@gmail.com,9372346476
"
            St. Dominic Savio School            450050
",falissu@rediffmail.com,
"
            Om Computer Institute,            610042
",om_com@sify.com,9922380250
"
            SHRI S K SOMAIYA VINAY MANDIR            610059
",principal@vmandir.somaiya.edu,
"
            St. Dominic Savio High School            M61007
",falissu@rediffm.com,9820933208
"
            St. Andrew's College            M61012
",,
"
            Begum Jamila Abdul Haq            M61025
",hsc@yahoo.co.in,
"
            JAI BHARAT HIGH SCHOOL & JR.            610078
",jaibharat_highschool@yahoo.co.in,
"
            Ravi Industrial Institute            610011
",,
"
            Women Tech.Edu.& Research Instt.            610016
",wetri@nagpur.dot.net.in,
"
            CHURCH OF NORTH INDIA-SOCIAL            610063
",cnissi02@bsnl.in,
"
            DHANANJAYRAO GADGIL INSTITE OF            610069
",,
"
            MODERN COLLEGE            610072
",,9198814742
"
            INDIAN SCHOOL OF COMPUTER            M61075
",,937292496
"
            GRAMPAL BAHUDEHIYA YUVA MANDAL            M61081
",grampalbym@gmail.com,982269562
"
            EMPLYABLE SKILLS TRAINING CENTRE            M61082
",,
"
            ILM VOC.TRAING.INST.RUN BY-RESEARCH            M61083
",ilmnagpur@gmail.com,976406778
"
            MONTFORT INTERGRATED EDUCATIONAL            M61084
",miecnagpur@gmail.com,942290993
"
            WEAVERS' SERVICE CENTRE            W61089
",nagpurwsc@gmail.com,
"
            PANDIT DINDAYAL UPADHYAY INSTITUTE            610065
",vanvasinvp@gmail.com,9422795749
"
            Vigyan Ashram            610004
",vashram@vsnl.com,9970503064
"
            Bharat Samskrta Vidya Niketanam            610048
",bsvn@bom.7.vsnl.net.in,
"
            DR.V.V.PATIL INSTITUTE OF            610070
",incmpne@rediffmail.com,
"
            INSTITUTE OF YOGA            610086
",instituteofyoga@gmail.com,9049296539
"
            Lokmanya Public Charitable Trust            610053
",loksadhana@yahoo.co.in,927141369
"
            CHHATRAPATI SHAMBHAJI RAJE SAINIK            610085
",sainik.jamge@yahoo.com,
"
            SANJEEWAN VIDYALAYA TRUST            610003
",sanjeewanvidyalaya@gmail.com,
"
            Yashwant Vidyapeeths Rural Health            610047
",btkinikar@rediffmail.com,942382769
"
            INDRA VOCATIONAL TRAINING CENTRE            M61085
",btkinikar@rediffmail.com,
"
            SMT.PREMALATAI VOCATIONAL TRAINING            M61086
",btkinikar@rediffmail.com,
"
            SWADHEEN SOCIAL WELFARE ASSOCIATION            610073
",talekarankush@gmail.com,932617383
"
            SRI MA VIDYALAYA, PATLIPADA,OFF            610054
",,
"
            CREATIVE EDUCATIONAL & CHARITABLE            610074
",dhirajdharod@yahoo.com,
"
            KHAIRUNNISA JIKER MODERN AREBI            M61076
",,992377007
"
            Akhil Vocational Junior Colleg            510024
",,
"
            JAN SHIKSHAN SANSTHAN            510004
",jssvza@yahoo.com,
"
            Maria Nivas Community College,            M51028
",vjwsalesian@bsnl.in,
"
            Jan Shikshan Sansthan            510019
",jss_ongole@rediffmail.com,
"
            Self Employed Women            450038
",,
"
            Jan Shikshan Sansthan            510005
",,
"
            ANNE JYOTHI INSTT.OF SECRETARIAL            M51030
",,
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580044
",,9900213512
"
            KASTURABA GANDHI BALIKA VIDYALAYA,            580045
",kgbvhmbkt@gmail.com,9739034548
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580046
",,"0835120001, 9916187318"
"
            KASTURABA GANDHI BALIKA VASATI            580047
",kgbsym@gmail.com,
"
            Rural Health Education Instt.            580023
",janswasthya@rediffmail.com,9448691292
"
            KASTURABA GANDHI BALIKA VIDYALAYA,            580042
",brc.raibag@gmail.com,"0833129321, 7259229267"
"
            KASTURBA GANDHI BALIKA VIDYALAYA,            580043
",kgbvwaderhatti123@gmail.com,8762516407
"
            DR.SHASHIDHAR MAALAKARADDY            580076
",prerana_society@yahoo.co.in,
"
            HUMAN RESOURSES DEVELOPMENT            580082
",hrdic@rediffmail.com,
"
            CONSORTIUM MINORITIESY ASSOCIATION            M58036
",cmabgm@gmail.com,
"
            YOUNG MEN'S CHRISTIAN ASSOCIATION            580016
",ymca_bangalore@vsnl.com,9844875477
"
            Universal College            580019
",universalcollege@yahoo.com,
"
            PATEL REHABILIATION & EDU.EMPOWER-            580033
",preet.bng@gmail.com,
"
            REGIONAL INSTITUTE OF COOPERATIVE            580038
",,
"
            SHISHU MANDIR            580039
",,
"
            AVON FACILITY MANGT SERVICE PVT LTD            580040
",subrata@ikyaglobal.com,9900021394
"
            ASHA KIRAN SPECIAL NEEDS SCHOOL            580041
",ashakirantrust@gmail.com,
"
            GOUTHAM INSTITUTE OF MEDICAL            580077
",gouthamgiri@yahoo.com.in,9845022057
"
            SAMPOORNA GROUP OF INSTITUTIONS            580079
",,
"
            HELPING HAND            580080
",banjarahh@gmail.com,
"
            VISISHTA THE UNIQUE PLAY SCHOOL            580083
",mail@visishta.net,
"
            JAWAHAR NAVODAYA VIDYALAYA            580084
",,802762336
"
            S.S.R. COLLEGE OF SC. AND COMMERCE            580085
",ssredu@gmail.com,
"
            MOHRE INSTT. OF VOCATIONAL STUDIES            580087
",bai_yashoda@yahoo.com,
"
            YMCA OF BANAGALORE CITY COMPUTER            580088
",,
"
            KAYAKA COMPUTER EDUCATION(P) LTD.            580090
",sreekanth@kayaka.co.in,
"
            RAMAIAH INDIC SPECIALITY AYURVEDA            580091
",,
"
            SHISHU MANDIR            590039
",,
"
            SPASTICS SOCIETY OF KARNATAKA            M58018
",spasticsociety@vsnl.net,
"
            ST.MARY'S COLLEGE            M58074
",,2520013013
"
            GATEWAY COMMUNITY COLLEGE            M58085
",education@gatewayindia.org,9886184662
"
            WEAVERS' SERVICE CENTRE            W58092
",wscbangalore@yahoo.com,
"
            MALLESHWARAM SHISHU VIHAR            580086
",,9945844536
"
            Carmel Vocational Institute            M58010
",cvtibidar@yahoo.co.in,
"
            SHANTHI KIRAN TECHNICAL INSTITUTE            M58082
",shanthikhum@gmail.com,848327197
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580050
",kgbvvjpnagar@gmail.com,8762113604
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580051
",,
"
            HELP (HELP ENVIRONMENT & SOCIO            580029
",helphiriyurngo@yahoo.com,
"
            KASTURABA GANDHI BALIKA VASATHI            580048
",kgbclk@gmail.com,9739405513
"
            KASTURABA GANDHI BALIKA VASATHI            580049
",kgbvk@yahoo.in,9980800405
"
            KASTURABA GANDHI BALIKA SANIVASA            580054
",kgbv.school.teligi@gmail.com,
"
            KASTURABA GANDHI BALIKA VASTI            580052
",,9449718959
"
            KASTURABA GANDHI BALIKAVASTI            580053
",sunita8401@gmail.com,9164527678
"
            Lingayat Education Association            M58004
",,
"
            KASTURABA GANDHI BALIKA SANIVASA            580055
",,9480139035
"
            KASTURABA GANDHI BALIKA VASATI            580056
",kgbv5544dambal@gmail.com,"8762499522, 0837126644"
"
            KASTURBA GANDHI BALIKA VIDYALAYA            580057
",kgvbsedam@gmail.com,
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580058
",,9980714015
"
            KASTURABA GANDHI BALIKA VASATI            580059
",,9019921192
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580060
",,9900466340
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580061
",,9731680235
"
            KASTURABA GANDHI BALIKA VASATI            580062
",,8095285057
"
            KASTURABA GANDHI BALIKA VASATI            580063
",,9902189493
"
            HUSAINI VOCATIONAL COLLEGE            M58035
",,984511133
"
            PARIVARTHANA SCHOOL            580089
",anukmurthy2012@gmail.com,
"
            HOTEL LALITHA MAHAL PALACE            580032
",imph@bsnl.in,
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580064
",kgbvkrnagar@gmail.com,
"
            KASTURABA GANDHI BALIKA VASATI            580065
",kgbvtnpura@gmail.com,9591909183
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580066
",,
"
            KASTURABA GANDHI BALIKA VASATI            580067
",,
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580068
",,
"
            NAVODAYA COMMUNITY COLLEGE            M58084
",navodayasocietyncs@gmail.com,9845203747
"
            MODEL ITC            M58081
",bakareen@rediffmail.com,
"
            KASTURABA GANDHI BALIKA VIDYALAYA            580069
",renukadevi199mr@gmail.com,9632020626
"
            Bathany Vocational Training Centre            580025
",bvtc@sancharnet.co.in,
"
            THE SHIMOGA MULTIPURPOSE SOCIAL            580031
",smssssmg@sify.com,
"
            H.M.S INDUSTRIAL TRAINING INSTITUTE            M58073
",,
"
            NAMMA NALANDA VIDYAPEETHA            580028
",nammacwc@sanchar.net.in,944812138
"
            School of Cont. Tech. Education            580012
",bpkshnr@sancharnet.in,
"
            ST.IGNATIUS INSTITUTE OF HEALTH            580075
",sison_03@yahoo.co.in,
"
            KASTURABA GANDHI BALIKA VASTI            580070
",,"9482620805, 9482799333"
"
            KASTURABA GANDHI BALIKA VASTI            580071
",,8861557254
"
            KARTURABA GANDHI BALIKA VASTI            580072
",,9741167465
"
            St. Xavier's Academy            450014
",,
"
            ST.XAVIER'S ACADEMY            M78001
",caritas@caritasgoa.org,
"
            NAIPUNYA SCHOOL OF MANAGEMENT            590082
",naipurnnya_cherthala@gmail.com,9447396684
"
            RAJESHWARI EUCATIONAL TRAINING            590116
",retcoffice@gmail.com,
"
            THE ALLEPPERY DIOCESAN CHARITABLE            590125
",adsalleppey@gmail.com,
"
            FAITH INDIA BHAWAN            590012
",faithindia@satyam.net.in,
"
            St. Xavier's Computer Centre            590017
",stxavierscollege@asianetindia.com,
"
            DON.BOSCO.INSTITUTE. OF GRAPHIC            590044
",dbigact@vsnl.net,
"
            EDASERY'S INST OF HOTEL MANAGEMENT            590091
",emaggiedavis@yahoomail.com,
"
            DIVINE COLLEGE OF MANAGEMENT            590108
",,
"
            Deepa College            590112
",,
"
            COTTOLENGO EDUCATIONAL AND            590137
",thaick79@gmail.com,9995382527
"
            DHARAMAGIRI VIKAS SOCIETY SOCIAL            590138
",dhvks@rediffmail.com,
"
            MRIDULA SPARSHAM            590153
",mridulasparsham1@gmail.com,9446087979
"
            ST. ANTONY'S MISSION            M59047
",stantonys@gmail.com,938860935
"
            AUXILIUM TECHNICAL TRAINING CENTRE            M59088
",auxipal@ehotelier.com,
"
            EDASSERY'S INSTITUTE OF HOTEL            M59091
",emaggiedavis@gmail.com,
"
            M.M.MATHEW MEMORIAL EDUCATION TRUST            590019
",mmphilipmathew@yahoo.com,9495426651
"
            DIST.COMOUTER& INDUSTRIAL TRG.            590030
",kuyilimala_dciti@rediffmail.com,9447105821
"
            TRAVANCORE INST.OF SCI.& TECHNOLOGY            590058
",tistskerala@hotmail.com,9447827276
"
            AUXILIUM TRAINING CENTRE            M59070
",enk_auxikat@sancharnet.in,
"
            KERALA VOCATIONAL TRAINING CENTRE            590022
",,
"
            INSTITUTE OF COOPERATIVE MANAGEMENT            590131
",,
"
            WEAVERS' SERVICE CENTRE            W59158
",wsckannur@gmail.com,
"
            TRAVANCORE INST.OF SCI.& TECHNOLOGY            590057
",,
"
            CHAITHANYA CENTRE FOR VOCATIONAL            590149
",rishikshethra@gamil.com,9895914298
"
            ISLAHUL ISLAM SANGHAM            M59140
",,949545947
"
            INDIAN COMPUTER EDU. SOCIETY-(ICES)            590145
",iceskochi@rediffmail.com,9846270014
"
            ST.XEVIER COMMUNITY COLLEGE            M59153
",stxavierscommunitycollegetvm@gmail.com,9495627990
"
            SREENIKETAN CENTRAL SCHOOL            590034
",,
"
            COSMOPOLITAN INDL. TRAINING CENTRE            590037
",,
"
            TRAVANCORE INST.OF SCI.& TECHN            590056
",,
"
            DR. M. INSTT. OF SCI. & TECH.            590083
",,
"
            AUXILIUM COMMUNITY COLLEGE            590089
",austec@dataone.in,
"
            RASHTRIYA BHARTI VOCATIONAL            590102
",rashtrabharativtc@gmail.com,6947279661
"
            NETHAJI COMPUTER.& VOC.& TRAINING            590105
",,
"
            GANDHI BHAVAN STUDY CENTRE            590119
",gandhibhavan@gmail.com,9847167422
"
            VIMALAMMA MEMORIAL INSTITUTE FOR            590141
",indoverinc@yahoo.com,9387752466
"
            VIMALA HRIDAYA ISC SCHOOL            590142
",vhicse@yahoo.com,9387752466
"
            VENAD TECHNICAL COLLEGE            590144
",,
"
            GLOBAL COLLEGE            590148
",globalcollegektr@gmail.com,
"
            AYURSREE INSTITUTE OF AYURVEDIC            590157
",vipinchandrala@gmail.com,
"
            Don Bosco Technical Institute            M59087
",,
"
            HOLY CROSS VOC. TRAINING INSTITUTE            590024
",hckply@sify.com,
"
            INTEGRATED RURAL DEVE. SOCIETY            590026
",irdssoceity@rediffmail.com,9745633354
"
            BHARAT VANITHA VIKASANA SOCIET            590043
",bharatpala@sify.com,
"
            KERALA STEDS            590048
",mp_prakash223@yahoo.com,
"
            Travancore Inst.of Sci.& Techn            590054
",,
"
            ST. ANES HOSPITAL NUR.& PARMEDICAL            590067
",stanescollege@yahoo.co.in,9447174255
"
            THUCHAN SMARAK PRE-PRIM.TEATRAINING            590107
",cumuttichira@rediffmail.com,
"
            ARCHANA WOMEN'SCENTRE            590136
",archanajjpt@gmail.com,
"
            MARY MATHA COLLEGE, NURSING&            M59115
",marymathacollege@rediffmail.com,
"
            J D T ISLAM ORPHANAGE & HIGH SCHOOL            590001
",,
"
            CALICUT ISLAMIC CULTURAL VOCAT            590004
",,
"
            SKILL DEVELOPMENT & COMPUTER CENTRE            590072
",sdckozhikode@redfiff.com,
"
            JAN SHIKSHAN SANSTHAN            590096
",jsscalicut@yahoo.com,
"
            G.Tech Computer Education            590113
",info@gtecindia.com,
"
            CENTRE FOR OVERALL DEVELOPMENT            590123
",codtms@sify.com,
"
            SPACE INSTITUTE            590126
",spaceinstitute@gmail.com,
"
            HOLY CROSS VOCATIONAL TRAINING            M59090
",,995825570
"
            SREE VIVEKANANDA PADANA KENDRUM            590050
",sreevivekanandavhss@gmail.com,9447536227
"
            M. A. MOOPAN MEMORIAL M.E.S.            590051
",sumeshraju.m@gmail.com,994627049
"
            TRAVANCORE INST.OFSCI.& TECHNOLOGY            590060
",,
"
            H.M. ORPHANAGE            590061
",hmoitc@yahoo.co.in,
"
            C.S.I. INDUSTRIAL SCHOOL            590062
",tennebram@yahoo.co.in,9633745151
"
            Co-Operative Inst. of Vocation            590111
",,
"
            KERALA TECHNICAL INSTITUTE            590118
",ktivengara@gmail.com,9446430920
"
            JAN SHIKSHAN SANSTHAN            590133
",,
"
            CENTRE FOR EMPLOYMENT AND            590134
",ceegkerala@gmail.com,8592921144
"
            HAMAD INDUSTRIAL TRAINING CENTRE            M59011
",hamaditc@gmail.com,9446636791
"
            HIMS PRIVATE ITI            M59151
",himistic@gmail.com,
"
            MALABAR COLLAGE OF ENGINEERING            M59152
",mcecherur@gmail.com,494245401
"
            BHARATHEEYA VIDYA NIKETAN CENTRE            590121
",,
"
            BHARATHEEYA VIDYA NIKETAN SCHOOL            590129
",bvnkerala@gmail.com,
"
            TRAVANCORE CHRISTIAN ACADEMY FOR            M59146
",mpskaltanam@gmail.com,
"
            ASHTAMGAM AYURVEDA CHIKITSALAYAM &            M59154
",ashtamgam@gmail.com,
"
            TRAVANCORE INST.OF SCI.& TECHNOLOGY            590053
",tist@md3.vsnl.net.in,9447455072
"
            Anjali School            590085
",,
"
            MITRANIKETAN VOCATIONAL TRAINING            590007
",kvmitra@satyam.net.in,
"
            MADONNA SOCIAL            590021
",,924936005
"
            TRAVANCORE INSTT.OF SCI.&TECHNOLOGY            590029
",tist@md3.vsml.net.in,
"
            YMCA YOUNG MENS CHRISTIAN ASSO            590104
",,
"
            VINOBANIKETAN            590120
",vinobaniketan@hotmail.com,4722892263
"
            SANTHIGRAM            590122
",santhigramkerala@gmail.com,
"
            GURUKULAM INSTITUTE FOR DEVELOPMENT            590127
",,
"
            STATE RESOURCE CENTRE            590135
",,
